,CountryName,CountryCode,IndicatorName,IndicatorCode,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
87,Guinea-Bissau,GNB,GDPgrowth,NY.GDP.PCAP.KD.ZG,3.339174144,0.032697962,-3.164511267,-1.722778707,0.369297319,1.794629503,-0.177887243,0.665955184,0.578532049,0.745147817,1.939393521,5.277090605,-4.311528278,0.516852763,-1.673836418,3.428104905,3.619604132,3.368203928,-1.090777898,2.086875016,-4.596719957,1.538709651
88,Equatorial Guinea,GNQ,GDPgrowth,NY.GDP.PCAP.KD.ZG,13.04533447,55.59033038,13.94287693,8.822883661,31.87428239,11.56814122,2.864359425,10.00944444,12.3343735,-3.386937691,-13.15442826,1.864593187,3.862160121,-8.010053955,-3.557707297,-12.60468504,-12.20283544,-9.033697437,-9.444845259,-8.582057,-6.822442154,-3.273593613
89,Greece,GRC,GDPgrowth,NY.GDP.PCAP.KD.ZG,3.495563561,3.591652977,3.542622617,5.542361057,4.801378373,0.304568264,5.335601777,3.01098405,-0.599389589,-4.552117261,-5.599959357,-10.01628121,-6.582904449,-1.806551373,1.147211957,0.463652786,-0.072424584,1.29229029,1.874903163,1.991722679,-8.808563835,9.01910939
90,Grenada,GRD,GDPgrowth,NY.GDP.PCAP.KD.ZG,4.293373586,-2.481392947,3.155389422,8.951584591,-1.351434926,12.51795891,-4.630238587,5.423401868,0.271734915,-7.249058795,-1.200466469,-0.00576766,-2.002784938,1.447326973,6.407049497,5.542966463,2.887909479,3.614285682,3.575957486,-0.051524547,-14.4107994,3.892345761
92,Guatemala,GTM,GDPgrowth,NY.GDP.PCAP.KD.ZG,1.117529132,-0.096568126,1.48038852,0.348007859,0.968363113,1.152934092,3.238219371,4.25714893,1.321659783,-1.395470656,1.01189486,2.28579517,1.16050889,1.888642581,2.653911909,2.346295146,0.989365749,1.415648841,1.765136399,2.392073112,-3.24596618,6.394084981
94,Guyana,GUY,GDPgrowth,NY.GDP.PCAP.KD.ZG,-1.498558663,2.177485651,1.064258426,-0.663450848,1.581783594,-1.858678755,5.315645839,7.452795433,2.075135496,4.010365433,4.601537788,5.719525983,5.313688445,3.174498044,1.185798243,0.165301152,3.253246028,3.168304574,1.481084365,3.606451281,43.75870325,18.96098255
95,High income,HIC,GDPgrowth,NY.GDP.PCAP.KD.ZG,3.492251006,0.862279658,0.928698584,1.564759511,2.771118724,2.210243764,2.304392852,1.875044664,-0.283074219,-3.964600926,2.378490183,1.497158007,0.851684159,0.92112602,1.509958612,1.794387152,1.253881564,1.859114914,1.859883643,1.330908053,-4.657228587,5.259040873
96,"Hong Kong SAR, China",HKG,GDPgrowth,NY.GDP.PCAP.KD.ZG,6.718501431,-0.177564232,1.207481054,3.259949952,7.855592243,6.920069474,6.347366644,5.553545329,1.518811403,-2.668881707,5.986393047,4.112140875,0.583763189,2.687907256,2.043175073,1.520007488,1.544539918,3.001491894,2.027206336,-2.402442707,-6.208965026,7.317151727
97,Honduras,HND,GDPgrowth,NY.GDP.PCAP.KD.ZG,4.400412323,0.002039928,1.06368067,1.905403435,3.620510732,3.510217463,4.082522846,3.786204233,1.950393632,-4.500621921,1.599903281,1.769563087,2.116986999,0.861032611,1.170430679,1.97813209,2.066839346,3.034580835,2.084618588,0.942197107,-10.43019024,10.81973307
98,Heavily indebted poor countries (HIPC),HPC,GDPgrowth,NY.GDP.PCAP.KD.ZG,0.265340883,1.32261564,0.556775367,0.970945718,2.664581557,2.643669998,2.909690272,2.584121341,2.588333938,0.330201763,3.010530248,1.034672075,-0.251674796,2.606171018,2.760921856,1.686391335,1.415504812,1.79779281,1.104718955,1.258538365,-2.539232233,1.079183681
99,Croatia,HRV,GDPgrowth,NY.GDP.PCAP.KD.ZG,3.88377507,7.117990659,5.701289114,5.533686299,4.125084768,4.128728799,4.862268288,5.024060474,2.013982009,-7.095921135,-0.99947972,0.25894761,-2.032675861,-0.120039936,-0.022939169,3.37066856,4.285132306,4.661531612,3.723302437,3.995700516,-8.183444642,17.38397087
100,Haiti,HTI,GDPgrowth,NY.GDP.PCAP.KD.ZG,-0.955253581,-2.11657955,-0.696064318,1.711145544,-2.96130215,1.370751207,0.073155358,2.98893769,1.00245559,4.199388915,-6.727402233,3.921707912,-1.030951231,2.772632076,0.242222555,1.09629919,0.386161159,1.097732862,0.293353843,-2.988518036,-4.5945624,-3.005803291
101,Hungary,HUN,GDPgrowth,NY.GDP.PCAP.KD.ZG,4.750947823,4.313086327,5.039963844,4.372780362,5.237399909,4.501903256,4.108054129,0.432838011,1.180953199,-6.453066957,1.304958757,2.155897137,-0.738925918,2.083240769,4.513367768,3.954282613,2.503053362,4.549563298,5.496002669,4.905257238,-4.341754775,7.56143244
102,IBRD only,IBD,GDPgrowth,NY.GDP.PCAP.KD.ZG,4.628690305,2.42435568,3.435025608,4.829703212,6.518875456,6.083967875,7.173114611,7.921444386,4.886205438,1.857022614,6.770585761,5.33228741,4.362442346,4.116194827,3.764745689,3.374174701,3.581881346,4.269011933,4.039024029,3.148354307,-2.092085895,6.555717997
103,IDA & IBRD total,IBT,GDPgrowth,NY.GDP.PCAP.KD.ZG,4.175408314,2.197650029,3.191269804,4.428143354,6.124347333,5.678897171,6.66380248,7.345646425,4.492213554,1.69558345,6.289976663,4.800178892,3.85561889,3.84319586,3.54241804,3.005406317,3.164486699,3.827388231,3.632803433,2.764862289,-2.409619475,5.851945555
104,IDA total,IDA,GDPgrowth,NY.GDP.PCAP.KD.ZG,1.279019521,1.865329672,2.820297992,2.374391468,4.12510963,3.57399069,3.530258518,3.515968685,2.584160924,2.484351261,3.693457415,1.493841654,0.488500094,3.020095216,3.309768635,1.108843317,0.915678569,1.51049584,2.028306286,1.715504783,-2.483085739,1.631555623
105,IDA blend,IDB,GDPgrowth,NY.GDP.PCAP.KD.ZG,0.921117149,1.566700551,4.49279677,2.67206421,4.988240254,3.502694046,3.359201739,3.303721909,1.652137246,3.357685441,3.505925516,2.173075231,2.247137048,3.364325203,3.687415907,1.792973129,-0.256450213,0.534034291,1.643795915,0.672556587,-3.420906133,2.884918122
106,Indonesia,IDN,GDPgrowth,NY.GDP.PCAP.KD.ZG,3.412714203,2.192246975,3.073967174,3.387699835,3.702070328,4.368418668,4.13903544,4.959048417,4.642173599,3.30690394,4.90272858,4.844905701,4.70670292,4.284778457,3.796140768,3.717745469,3.926698091,4.017625608,4.162984291,4.039135657,-2.884591447,2.97337518
107,IDA only,IDX,GDPgrowth,NY.GDP.PCAP.KD.ZG,1.517356506,2.04481898,1.285265727,2.146246135,3.322580395,3.658413742,3.716395131,3.716291586,3.433643788,1.646094328,3.807720913,0.837111773,-1.136066034,2.71452234,2.985824534,0.521536312,2.180025311,2.549222504,2.473873734,2.761808199,-1.570643752,0.577810143
109,India,IND,GDPgrowth,NY.GDP.PCAP.KD.ZG,1.965952437,2.945319359,1.975907984,6.016520564,6.132606168,6.206011032,6.426044715,6.093625779,1.630780589,6.371709389,7.01317458,3.81807313,4.06082357,5.014611864,6.086180227,6.721067631,6.980989701,5.568333514,5.302408679,2.679716666,-7.484046473,7.818248962
111,Ireland,IRL,GDPgrowth,NY.GDP.PCAP.KD.ZG,7.95480645,3.64246939,4.129755965,1.349386527,4.853457806,3.46094108,2.195189361,2.309230975,-6.41164582,-6.054811541,1.130423646,0.395078938,-0.428365852,0.594605554,7.858018208,23.20087107,0.861643052,7.825064259,7.191314506,4.00871471,5.097385401,12.50988246
112,"Iran, Islamic Rep.",IRN,GDPgrowth,NY.GDP.PCAP.KD.ZG,4.118203285,0.656119718,7.031760152,7.635981935,2.664275575,1.541710043,3.389399158,6.594952911,-1.115078981,-0.35748461,4.322471526,1.342708535,-4.968909478,-2.945922311,3.011764287,-3.629417164,6.835675353,1.300705004,-3.523944251,-3.72270715,2.470892267,3.965568691
113,Iraq,IRQ,GDPgrowth,NY.GDP.PCAP.KD.ZG,13.08522292,-1.427583502,-11.09943721,-38.56171996,49.03163745,-1.303074174,4.890020693,2.755518602,6.163087815,-0.274959244,3.081542552,3.848929643,8.9355065,2.722580156,-3.25142072,1.917912089,11.02301619,-4.10746397,0.182367803,3.044174774,-13.39427584,0.477552176
114,Iceland,ISL,GDPgrowth,NY.GDP.PCAP.KD.ZG,3.557391044,2.64000021,-0.334077504,1.43779619,6.860105685,4.457828851,3.850348692,5.745281288,0.3264001,-7.978362405,-2.692847708,1.535147199,0.527304433,3.568175782,0.562209389,3.354145333,4.838299214,1.779410135,2.117008392,0.187989584,-8.342121256,2.70550038
115,Israel,ISR,GDPgrowth,NY.GDP.PCAP.KD.ZG,5.837794335,-2.003265992,-2.105855183,-0.420346477,2.948546298,2.314386184,3.732572582,4.166582438,1.433022938,-1.499605866,3.755737023,3.628203129,0.711105773,2.485120083,1.943377094,0.475269155,2.492643711,2.27442978,2.084470629,2.186673573,-3.573037419,6.884915876
116,Italy,ITA,GDPgrowth,NY.GDP.PCAP.KD.ZG,3.739946533,1.894123995,0.104759514,-0.305508789,0.769317663,0.323656244,1.48515736,0.975922133,-1.615940627,-5.711508383,1.400915343,0.53428744,-3.24206012,-2.9724038,-0.91781388,0.875477402,1.465690444,1.820333852,1.11781662,1.648503393,-8.595810668,7.331699293
117,Jamaica,JAM,GDPgrowth,NY.GDP.PCAP.KD.ZG,0.263360854,0.835387962,1.500921685,3.166448471,0.829396049,0.409882445,2.409546701,0.997833755,-1.183120223,-4.732783354,-1.871482683,1.275729482,-1.105126996,0.035165569,0.277089053,0.56387602,1.076815428,0.792818277,1.764583024,0.822801591,-10.21261606,4.331480446
118,Jordan,JOR,GDPgrowth,NY.GDP.PCAP.KD.ZG,2.072647435,3.08566012,3.533557537,1.834005659,5.892371649,5.363938671,1.029509484,1.526821506,4.643426549,2.737209776,0.089336842,0.154697989,0.982324425,-3.830179237,-8.117479479,-6.53100727,-2.820745316,-0.041500324,-0.463137723,-0.347869809,-3.641331677,0.21483166
119,Japan,JPN,GDPgrowth,NY.GDP.PCAP.KD.ZG,2.592891087,0.14451169,-0.190392014,1.318091962,2.151723329,1.794339801,1.308127183,1.367422326,-1.272109949,-5.68145234,4.079223048,0.209251803,1.536786659,2.152371066,0.429381123,1.668465117,0.805362825,1.758611802,0.711770198,-0.100125011,-4.225555341,2.125722232
120,Kazakhstan,KAZ,GDPgrowth,NY.GDP.PCAP.KD.ZG,10.13011649,13.69319315,9.795470244,8.932922844,8.841019375,8.72919995,9.53532792,7.661443135,1.383236316,-0.786442204,5.794225111,5.873507662,3.33405607,4.485117035,2.676720925,-0.268267118,-0.327514633,2.693432134,2.74053638,3.16101154,-3.757983454,2.953381361
121,Kenya,KEN,GDPgrowth,NY.GDP.PCAP.KD.ZG,-2.290893714,0.6837186,-2.457538571,-0.077112603,2.00869288,2.80072342,3.351889774,3.728256743,-2.709449404,0.293173947,5.0563909,2.366419735,1.960400987,1.326292507,2.63818993,2.683317425,1.943668144,1.603146616,3.522084435,3.05495785,-2.23481875,5.448709326
122,Kyrgyz Republic,KGZ,GDPgrowth,NY.GDP.PCAP.KD.ZG,4.194824155,4.326996496,-0.930865788,5.914001602,5.739479902,-1.29507487,2.000426388,7.512743465,7.376440493,1.651651396,-1.651752874,4.674715629,-1.738142584,8.735789273,1.957996971,1.75886441,2.231805266,2.734091891,1.713209106,2.439335207,-10.12044553,1.878040359
123,Cambodia,KHM,GDPgrowth,NY.GDP.PCAP.KD.ZG,7.998303815,6.225701102,4.681941845,6.588832573,8.402156273,11.28191678,8.870931467,8.307936608,4.938643119,-1.411180716,4.430149208,5.524175204,5.769286083,5.831860524,5.655376849,5.531684682,5.516206233,5.603875459,6.164475985,5.848619695,-4.213653755,1.832958016
124,Kiribati,KIR,GDPgrowth,NY.GDP.PCAP.KD.ZG,4.411503952,-3.326224946,1.688125373,-0.051065764,-3.594237674,2.877488709,-1.965758681,0.119253584,-3.94477393,-1.127722062,-2.950535735,0.025023857,3.490595724,2.605277687,-2.536170435,8.244125163,-1.994793049,-1.777099518,3.638995733,-2.12468455,-2.294428399,-0.398882929
125,St. Kitts and Nevis,KNA,GDPgrowth,NY.GDP.PCAP.KD.ZG,8.503308049,4.051821918,0.758597297,-4.278920976,3.66368338,9.392290815,2.822493526,0.298896809,10.84609578,-3.64493844,-0.203231891,1.236592335,-0.821236743,5.617082837,7.527838717,0.71097596,3.934813497,0.013347388,2.103746208,4.154335148,-14.40649567,-0.8046671
126,"Korea, Rep.",KOR,GDPgrowth,NY.GDP.PCAP.KD.ZG,8.15268966,4.051006403,7.10433311,2.614039827,4.781286153,4.087645147,4.712927655,5.266361146,2.23375226,0.27526898,6.274019889,2.891411994,1.865599496,2.696150961,2.556219509,2.268429401,2.539144729,2.870196962,2.462246216,1.8889146,-0.846212238,4.329207461
128,Latin America & Caribbean (excluding high income),LAC,GDPgrowth,NY.GDP.PCAP.KD.ZG,2.047667944,-1.203588588,-0.933469588,1.173388555,4.107384584,2.794588929,3.92736235,4.247681391,2.686305556,-3.146190065,5.608745171,3.309286301,1.240828285,1.761431652,0.288242367,-0.621394352,-1.31956873,0.934872073,0.527477063,-0.367409805,-7.346635849,5.543345903
129,Lao PDR,LAO,GDPgrowth,NY.GDP.PCAP.KD.ZG,4.029960368,4.049069616,4.286460578,4.520220402,4.899154764,5.555699297,6.909167408,5.909235649,6.164034787,5.878548895,6.922399324,6.474243139,6.491281436,6.521646656,6.153133054,5.753411005,5.408586405,5.26492844,4.646555619,3.892447903,-0.970941437,1.069380314
130,Lebanon,LBN,GDPgrowth,NY.GDP.PCAP.KD.ZG,-0.314587226,2.217724494,2.086572102,1.894804405,5.04735158,1.176425451,-0.103294007,7.270960975,7.32841407,8.817900667,7.009782777,-0.11745032,-0.075040322,-5.323150939,-7.242590982,-1.493847612,3.831447225,3.246064769,0.914540816,-4.44462787,-19.74842871,-5.832367521
132,Libya,LBY,GDPgrowth,NY.GDP.PCAP.KD.ZG,1.732474527,-4.018195927,-3.330060348,10.21614507,1.799903268,8.988266772,4.08675178,4.07289899,-2.265012643,-6.381578806,2.895038531,-47.89998601,96.9564199,-19.57835721,-24.46316147,-2.355436924,-2.901590108,30.49630138,6.282836896,-12.42986729,-24.89986338,29.78597286
133,St. Lucia,LCA,GDPgrowth,NY.GDP.PCAP.KD.ZG,-0.731568959,-4.066068483,-0.331402231,3.466545683,6.488892492,-1.100988221,5.503747356,1.055431321,4.290649397,-3.465681546,0.862644867,4.74197285,-0.764212229,-3.649662304,0.936936197,-1.822025304,3.288402165,2.949378819,2.461519698,-1.036802037,-24.64059718,11.97123207
134,Latin America & Caribbean,LCN,GDPgrowth,NY.GDP.PCAP.KD.ZG,2.058133991,-0.919453,-0.83249516,1.216159083,4.257425934,2.73172012,3.812767812,4.07882104,2.574893564,-3.060060492,5.318461762,3.284793738,1.441358977,1.755531303,0.331616931,-0.502261583,-1.161147693,0.893340878,0.703676595,-0.150346245,-7.396549598,5.824903261
135,Least developed countries: UN classification,LDC,GDPgrowth,NY.GDP.PCAP.KD.ZG,1.80472349,2.771270014,2.343500199,2.368320567,3.738810991,4.768126426,4.322828655,4.765350263,3.91652552,1.507379274,3.719524174,0.541556479,-0.290958175,3.072041184,3.045149652,0.039293487,1.522644609,1.812434108,1.90877601,2.393940006,-1.713294533,-0.527875673
136,Low income,LIC,GDPgrowth,NY.GDP.PCAP.KD.ZG,0.648214556,2.208873421,1.35311843,1.847732274,3.010182871,3.484535507,2.846104218,3.080273992,2.421546598,0.631879072,3.794241694,-2.208361217,-6.56076267,0.76210074,1.810589548,-2.699773196,-0.312367496,0.232311522,0.338896149,0.875614005,-2.754138611,-0.814563807
138,Sri Lanka,LKA,GDPgrowth,NY.GDP.PCAP.KD.ZG,5.35473355,-2.24364306,3.142506997,5.049940436,4.557881915,5.3837958,6.842908742,6.010642397,5.197557743,2.82103706,7.27905886,7.940928261,8.491217493,3.242988526,5.38986888,3.251852306,3.899189452,5.264214931,1.243075531,-0.829146715,-3.983141911,2.221490166
139,Lower middle income,LMC,GDPgrowth,NY.GDP.PCAP.KD.ZG,2.503935853,2.197918968,2.999639109,4.352548454,4.753904068,4.335500715,4.731028343,5.187326828,2.615983994,3.035828566,4.933227058,3.138049342,2.870941524,3.39690028,4.239567549,3.471142556,4.181840899,3.622833615,3.387640627,2.316007964,-4.470395416,4.312185015
140,Low & middle income,LMY,GDPgrowth,NY.GDP.PCAP.KD.ZG,4.249980682,2.248529777,3.251527277,4.518312764,6.172553142,5.809679721,6.736622167,7.42494847,4.500956263,1.845754537,6.499309053,4.828652378,3.934703202,3.968582698,3.583528688,3.033825631,3.219050755,3.827024214,3.597237989,2.755752448,-2.336171656,5.777135684
141,Lesotho,LSO,GDPgrowth,NY.GDP.PCAP.KD.ZG,3.647539617,3.517919479,0.821608274,4.796068907,2.0840062,3.882619062,4.264051178,3.836763171,4.911168376,-1.9511894,4.559664572,3.84774666,5.4529237,0.849131351,0.676420157,1.99435847,2.380280033,-4.331646416,-1.175931228,-0.327910895,-9.510956345,0.132493293
142,Late-demographic dividend,LTE,GDPgrowth,NY.GDP.PCAP.KD.ZG,6.171432562,4.436970267,5.282663746,6.130042427,7.497409553,7.062697041,8.585376789,9.526423312,6.237356543,3.048699647,7.387447222,6.524415693,5.126542024,4.848327377,4.578017904,4.029521324,3.83000804,4.633339659,4.856623622,4.172988584,-0.202204239,6.910151429
143,Lithuania,LTU,GDPgrowth,NY.GDP.PCAP.KD.ZG,4.427475848,7.407519796,7.611827256,11.46771748,7.773001207,9.501044182,9.142617037,12.43525018,3.675240926,-13.88775336,3.80531559,8.461109064,5.246002459,4.603327729,4.431087654,2.988912971,3.829841264,5.751046557,4.990353856,4.902417213,-0.048520326,5.755738526
144,Luxembourg,LUX,GDPgrowth,NY.GDP.PCAP.KD.ZG,5.510409395,1.854574681,2.149609899,1.379893359,2.760888181,0.926765761,4.339108315,6.442031366,-2.066473902,-5.014263013,1.88354731,-1.176797867,-0.76218341,0.814652309,0.232564441,-0.115476306,2.739791802,-1.116112962,-0.714325922,0.331126121,-2.436809269,3.518686975
145,Latvia,LVA,GDPgrowth,NY.GDP.PCAP.KD.ZG,6.699312556,7.705567734,8.339575284,9.475740936,9.472336538,11.92326602,13.0036481,10.8429125,-2.226965766,-12.83280312,-2.446157683,4.458446915,8.378223797,3.106379396,2.866362594,4.739182606,3.308434398,4.232116165,4.805259633,3.285293261,-1.514811398,4.949385195
146,"Macao SAR, China",MAC,GDPgrowth,NY.GDP.PCAP.KD.ZG,4.185068958,1.195500414,6.357249981,8.53462866,23.17008146,5.180121821,10.39805507,11.48480408,0.712581777,-1.333531908,21.91755215,18.69732154,7.037215884,8.772877997,-3.798214397,-22.92685231,-2.493560935,7.930232369,4.43968499,-4.371936736,-55.09057267,17.47372615
148,Morocco,MAR,GDPgrowth,NY.GDP.PCAP.KD.ZG,0.532211791,5.890498676,1.779044944,4.641707807,3.465248713,1.905806981,6.141105843,2.173987144,4.543748365,2.885411146,2.434653381,3.809622432,1.592344639,3.107202493,17.46920437,3.022429876,-0.722002651,3.792277024,1.899445896,1.802657182,-8.172741448,6.790377381
149,Monaco,MCO,GDPgrowth,NY.GDP.PCAP.KD.ZG,3.682980562,2.253877057,1.207423717,1.306503439,2.72478491,2.196588477,6.23361843,15.10490698,0.543615916,-12.77554961,-0.291094423,4.582294912,-1.185598308,7.332355929,5.155828022,3.009249664,2.583664226,-3.430626846,5.999192023,6.891232044,-12.70112125,22.33551132
150,Moldova,MDA,GDPgrowth,NY.GDP.PCAP.KD.ZG,2.31558557,6.337532708,8.049932233,6.900611364,7.66608701,7.761886234,5.091668029,3.238946849,8.005391954,-5.881237741,7.206974588,5.879385195,-0.576700877,9.073075539,5.063665879,0.429158952,5.630274163,6.514568388,6.150253306,5.356014391,-6.357583276,14.81298608
151,Madagascar,MDG,GDPgrowth,NY.GDP.PCAP.KD.ZG,1.329252744,2.851923162,-14.96403254,6.611220261,2.220747562,1.737859561,2.358459367,2.66174838,3.650496506,-6.722844842,-2.223525814,-1.226482205,0.238846839,-0.396484586,0.659691222,0.497287784,1.338346028,1.281905438,0.592066851,1.807532126,-9.414529773,1.909319693
152,Maldives,MDV,GDPgrowth,NY.GDP.PCAP.KD.ZG,2.229899344,-5.554023717,5.448063627,11.85871883,4.310949016,-14.51070152,23.15004886,4.160687191,5.664364977,-10.45927452,3.545595947,4.83660046,-0.947751727,3.750175003,3.20629856,-1.566407737,1.967739642,3.082105514,4.30030192,3.966321169,-34.77655892,39.83716018
153,Middle East & North Africa,MEA,GDPgrowth,NY.GDP.PCAP.KD.ZG,4.56682575,-0.573543358,-0.419302387,3.113878003,5.746610866,2.818009018,3.4397681,2.755880544,2.122742386,-1.696534623,2.742147387,1.541718579,2.292242606,0.11865195,1.1367467,0.560076687,2.340631182,-0.14686739,0.256156693,-0.614454423,-4.93674521,3.144405665
154,Mexico,MEX,GDPgrowth,NY.GDP.PCAP.KD.ZG,3.292692409,-1.928316581,-1.54819791,-0.051364985,2.404486778,0.855708709,3.0830097,0.953870185,-0.130355618,-6.449903052,3.732851948,2.193587578,2.204898981,0.02784915,1.580820663,2.094717824,1.474053227,1.015816185,1.227050123,-1.053918176,-8.654637261,4.136372212
155,Marshall Islands,MHL,GDPgrowth,NY.GDP.PCAP.KD.ZG,0.625101334,6.455031746,3.583448966,-1.610459574,1.435444954,1.956560807,0.440950855,3.717279568,-7.265450176,4.104699456,5.770950386,0.530261694,0.159450105,5.397853075,0.709840089,4.19631619,4.297942638,5.913115346,6.908242472,13.96406274,1.131667361,4.392309105
156,Middle income,MIC,GDPgrowth,NY.GDP.PCAP.KD.ZG,4.406067379,2.327552736,3.396339631,4.691556271,6.351333231,5.973424205,6.949585578,7.650885656,4.67002435,1.994445597,6.687379827,5.108573458,4.271091628,4.136886649,3.72292465,3.254267784,3.411760328,4.029478522,3.80317557,2.952021189,-2.165063432,6.068386985
157,North Macedonia,MKD,GDPgrowth,NY.GDP.PCAP.KD.ZG,4.074050806,-3.473683221,2.233456599,1.888916172,4.376888549,4.502440294,4.963207732,6.299935135,5.29995031,-0.541943605,3.140817721,2.164144173,-0.577169123,2.776257712,3.456748396,3.717656603,2.735853223,0.983736425,2.795615119,3.886552146,-5.922295863,4.338770567
158,Mali,MLI,GDPgrowth,NY.GDP.PCAP.KD.ZG,-2.92505023,11.94275813,-0.075353262,5.675366396,-1.703987426,3.070878165,1.258937886,0.13197525,1.387504193,1.449217496,1.946519231,-0.072193463,-3.688613712,-0.648802878,3.74263871,2.882860607,2.528448295,1.972295116,1.473176725,1.531457069,-4.29096596,-0.15090208
159,Malta,MLT,GDPgrowth,NY.GDP.PCAP.KD.ZG,18.91200978,-1.914298305,1.803260637,3.392284021,-0.530713433,2.726392247,2.137687894,4.410574428,3.152237503,-1.875667725,5.0264286,0.041352277,3.186613201,4.002510924,5.505264991,7.023411341,1.041988501,7.928679799,2.525593531,1.834144745,-10.32917586,9.616240939
160,Myanmar,MMR,GDPgrowth,NY.GDP.PCAP.KD.ZG,11.19202319,11.30310109,10.58456914,11.91709096,12.70059385,12.64834243,12.44966701,11.67059468,10.42728342,9.76483125,9.233248702,6.648716424,5.587392704,6.982301631,7.301181176,2.451780521,9.638069185,4.949194197,5.641937103,5.99733705,2.434131087,-18.48495937
161,Middle East & North Africa (excluding high income),MNA,GDPgrowth,NY.GDP.PCAP.KD.ZG,3.988675164,0.702248717,1.247330422,0.445190584,5.741898012,2.521862687,3.140944487,4.128073583,1.766530951,0.685995386,3.240115247,-2.91325309,1.802842243,-1.519328037,0.729861181,-1.225605394,3.450598661,1.395123023,-0.045632817,-0.697448887,-4.478173279,3.007797306
162,Montenegro,MNE,GDPgrowth,NY.GDP.PCAP.KD.ZG,3.27911916,0.693867402,1.496373122,2.074413797,4.241154432,4.026604843,8.43155401,6.662736076,7.032626846,-5.996977486,2.54625316,3.120074956,-2.80561175,3.447965787,1.68499388,3.332384578,2.925458009,4.704687527,5.102544398,4.096236943,-15.20847458,12.81476241
163,Mongolia,MNG,GDPgrowth,NY.GDP.PCAP.KD.ZG,0.217912168,2.052426386,3.808667738,6.076081854,9.688471017,6.360770206,7.631553616,9.21557951,7.732594997,-2.483936688,4.955878,15.52034785,10.37252931,9.576792346,5.741883999,0.241383711,-0.681209926,3.368742244,5.430572573,3.366368425,-6.351240603,0.014148861
165,Mozambique,MOZ,GDPgrowth,NY.GDP.PCAP.KD.ZG,-1.271759848,9.305045325,6.51869322,4.138949225,5.13467855,3.919474659,6.917796318,4.973131002,4.541872002,3.517267108,3.561834648,4.312923205,4.073266781,3.726877285,4.152585895,3.524583654,0.625697475,0.571469933,0.439919453,-0.596554736,-4.061613891,-0.504357259
166,Mauritania,MRT,GDPgrowth,NY.GDP.PCAP.KD.ZG,-6.570241932,-3.199567182,-0.769955527,4.642977928,2.484641991,6.195377661,15.68831613,-4.216302129,-2.791810344,-2.59179346,-0.286151376,1.075369447,1.256022431,1.177738198,1.555742268,2.62469076,-1.379893038,3.508415569,2.056475342,2.579174767,-3.465477977,-0.137867842
167,Mauritius,MUS,GDPgrowth,NY.GDP.PCAP.KD.ZG,7.144715981,2.534262837,0.911910203,5.161670447,3.677809319,1.176699104,4.377586804,5.246496965,5.006539055,3.041100463,4.129198848,3.911001241,3.209499479,3.132851972,3.639149269,3.553327192,3.791115237,3.84428771,3.950023208,2.858298051,-14.59935513,3.677399763
168,Malawi,MWI,GDPgrowth,NY.GDP.PCAP.KD.ZG,-0.734438234,-7.201513613,-0.765413107,3.051911263,2.673771009,0.481251452,1.805541333,6.537022647,4.586640134,5.225687233,3.82804604,1.893348314,-0.959692094,2.288338222,2.792948934,0.002403031,-0.263775657,1.234188303,1.625495537,2.656769068,-1.85159978,0.102880347
169,Malaysia,MYS,GDPgrowth,NY.GDP.PCAP.KD.ZG,6.123798091,-2.032856646,2.772073577,3.23580564,4.28032987,2.933685374,3.25134638,4.0106155,2.665386035,-3.443342806,5.552518522,3.611173397,3.780489334,3.044894403,4.373135962,3.527534436,2.933762254,4.325630335,3.472766705,3.124898885,-6.661137322,1.944118177
170,North America,NAC,GDPgrowth,NY.GDP.PCAP.KD.ZG,3.030105656,0.017899158,0.842418817,1.83420346,2.834663275,2.509083788,1.781704725,1.048172485,-0.766202412,-3.502189496,1.859453638,0.912108058,1.453546203,1.139723654,1.55680334,1.788431412,0.839605415,1.601887201,2.298652597,1.694543077,-3.909413228,5.665790402
171,Namibia,NAM,GDPgrowth,NY.GDP.PCAP.KD.ZG,1.167402282,-0.852856889,3.00625105,2.775863071,10.88132097,1.303893632,5.79615006,4.067851327,1.287225303,-1.12835556,4.455584222,3.461548583,3.358859474,3.840189585,4.271919347,2.450710969,-1.71633794,-2.751013627,-0.668554293,-2.499398207,-9.604745951,0.990403649
173,Niger,NER,GDPgrowth,NY.GDP.PCAP.KD.ZG,-4.533605699,3.623725288,1.338057375,-1.347906202,-3.135822013,3.548889451,2.170619108,-0.545362453,3.846700363,-1.742225191,4.602067048,-1.406346266,6.415644393,1.36978213,2.68508978,0.471154424,1.729851533,1.058945166,3.226030307,2.026402986,-0.238156789,-2.302896272
174,Nigeria,NGA,GDPgrowth,NY.GDP.PCAP.KD.ZG,2.317774899,3.146424685,12.27613907,4.495155885,6.345040729,3.609660614,3.238342571,3.741687355,3.899943183,5.130161876,5.081874854,2.437007237,1.403508779,3.83236618,3.552162299,0.076961617,-4.052706363,-1.709873092,-0.590389272,-0.263456378,-4.16205929,1.182828223
